pm25,pm10,o3,no2,so2,co,aqi,temperature,humidity,pressure,wind_speed,city,timestamp,ingestion_timestamp,hour,day,month,day_of_week,target_aqi,target_day
17.6,39.8,75.0,7.6,7.5,0.189,64.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-28 23:00:00,2026-04-28 23:00:00,23,28,4,1,0.0,2026-05-01
19.1,46.9,79.0,7.8,7.8,0.213,64.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 00:00:00,2026-04-29 00:00:00,0,29,4,2,0.0,2026-05-02
20.0,46.0,78.0,11.0,8.9,0.313,65.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 01:00:00,2026-04-29 01:00:00,1,29,4,2,0.0,2026-05-02
23.1,47.5,77.0,15.4,10.6,0.452,65.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 02:00:00,2026-04-29 02:00:00,2,29,4,2,0.0,2026-05-02
27.3,62.6,84.0,17.6,12.7,0.535,66.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 03:00:00,2026-04-29 03:00:00,3,29,4,2,0.0,2026-05-02
30.7,74.0,105.0,15.8,15.8,0.508,66.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 04:00:00,2026-04-29 04:00:00,4,29,4,2,0.0,2026-05-02
33.6,82.2,134.0,11.9,19.4,0.426,67.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 05:00:00,2026-04-29 05:00:00,5,29,4,2,0.0,2026-05-02
36.6,87.1,155.0,8.6,21.5,0.356,68.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 06:00:00,2026-04-29 06:00:00,6,29,4,2,0.0,2026-05-02
37.5,87.1,164.0,6.8,21.2,0.321,69.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 07:00:00,2026-04-29 07:00:00,7,29,4,2,0.0,2026-05-02
35.6,83.1,165.0,5.6,19.4,0.3,71.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 08:00:00,2026-04-29 08:00:00,8,29,4,2,0.0,2026-05-02
33.2,77.5,160.0,5.4,17.5,0.293,72.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 09:00:00,2026-04-29 09:00:00,9,29,4,2,0.0,2026-05-02
31.1,73.1,147.0,6.1,15.6,0.303,89.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 10:00:00,2026-04-29 10:00:00,10,29,4,2,0.0,2026-05-02
29.9,73.6,127.0,7.8,13.6,0.328,103.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 11:00:00,2026-04-29 11:00:00,11,29,4,2,0.0,2026-05-02
31.3,72.2,116.0,12.6,13.3,0.366,113.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 12:00:00,2026-04-29 12:00:00,12,29,4,2,0.0,2026-05-02
30.5,75.4,101.0,17.9,12.4,0.432,115.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 13:00:00,2026-04-29 13:00:00,13,29,4,2,0.0,2026-05-02
30.5,67.5,81.0,25.1,11.0,0.51,108.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 14:00:00,2026-04-29 14:00:00,14,29,4,2,0.0,2026-05-02
30.6,70.1,68.0,29.2,9.9,0.555,92.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 15:00:00,2026-04-29 15:00:00,15,29,4,2,0.0,2026-05-02
28.2,57.7,69.0,27.3,9.1,0.543,80.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 16:00:00,2026-04-29 16:00:00,16,29,4,2,0.0,2026-05-02
24.9,42.6,77.0,22.2,8.5,0.496,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 17:00:00,2026-04-29 17:00:00,17,29,4,2,0.0,2026-05-02
22.6,33.5,85.0,17.6,8.0,0.439,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 18:00:00,2026-04-29 18:00:00,18,29,4,2,0.0,2026-05-02
22.5,34.7,89.0,14.5,7.6,0.368,82.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 19:00:00,2026-04-29 19:00:00,19,29,4,2,0.0,2026-05-02
24.1,42.5,93.0,11.9,7.2,0.285,82.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 20:00:00,2026-04-29 20:00:00,20,29,4,2,0.0,2026-05-02
25.6,49.0,96.0,9.9,7.1,0.225,83.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 21:00:00,2026-04-29 21:00:00,21,29,4,2,0.0,2026-05-02
26.5,53.1,97.0,8.6,7.3,0.192,83.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 22:00:00,2026-04-29 22:00:00,22,29,4,2,0.0,2026-05-02
27.2,56.2,98.0,8.0,7.7,0.181,84.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-29 23:00:00,2026-04-29 23:00:00,23,29,4,2,0.0,2026-05-02
27.6,59.0,96.0,8.6,8.5,0.207,85.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 00:00:00,2026-04-30 00:00:00,0,30,4,3,0.0,2026-05-03
28.4,60.5,96.0,11.6,9.0,0.308,86.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 01:00:00,2026-04-30 01:00:00,1,30,4,3,0.0,2026-05-03
29.8,61.0,97.0,15.5,9.8,0.446,86.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 02:00:00,2026-04-30 02:00:00,2,30,4,3,0.0,2026-05-03
31.8,71.7,102.0,17.3,10.9,0.52,87.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 03:00:00,2026-04-30 03:00:00,3,30,4,3,0.0,2026-05-03
31.7,74.5,116.0,14.8,12.6,0.466,87.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 04:00:00,2026-04-30 04:00:00,4,30,4,3,0.0,2026-05-03
31.1,74.7,134.0,10.0,14.6,0.347,88.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 05:00:00,2026-04-30 05:00:00,5,30,4,3,0.0,2026-05-03
30.9,78.0,145.0,6.3,15.7,0.258,87.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 06:00:00,2026-04-30 06:00:00,6,30,4,3,0.0,2026-05-03
29.9,80.3,144.0,4.8,15.1,0.236,87.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 07:00:00,2026-04-30 07:00:00,7,30,4,3,0.0,2026-05-03
28.1,79.4,136.0,4.3,13.6,0.243,86.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 08:00:00,2026-04-30 08:00:00,8,30,4,3,0.0,2026-05-03
25.7,72.2,127.0,4.5,12.4,0.259,85.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 09:00:00,2026-04-30 09:00:00,9,30,4,3,0.0,2026-05-03
23.3,62.4,118.0,5.1,11.8,0.28,85.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 10:00:00,2026-04-30 10:00:00,10,30,4,3,0.0,2026-05-03
21.8,53.9,108.0,6.3,11.6,0.311,84.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 11:00:00,2026-04-30 11:00:00,11,30,4,3,0.0,2026-05-03
18.0,39.5,96.0,9.4,11.7,0.345,85.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 12:00:00,2026-04-30 12:00:00,12,30,4,3,0.0,2026-05-03
18.7,38.8,84.0,15.6,11.6,0.389,82.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 13:00:00,2026-04-30 13:00:00,13,30,4,3,0.0,2026-05-03
20.4,36.9,68.0,24.0,11.5,0.437,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 14:00:00,2026-04-30 14:00:00,14,30,4,3,0.0,2026-05-03
21.7,39.7,58.0,29.1,11.2,0.46,80.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 15:00:00,2026-04-30 15:00:00,15,30,4,3,0.0,2026-05-03
21.8,40.3,58.0,28.0,10.6,0.442,79.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 16:00:00,2026-04-30 16:00:00,16,30,4,3,0.0,2026-05-03
21.0,39.6,65.0,23.6,9.7,0.399,79.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 17:00:00,2026-04-30 17:00:00,17,30,4,3,0.0,2026-05-03
20.1,38.5,70.0,19.4,8.9,0.352,79.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 18:00:00,2026-04-30 18:00:00,18,30,4,3,0.0,2026-05-03
19.4,37.7,73.0,16.6,8.2,0.3,78.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 19:00:00,2026-04-30 19:00:00,19,30,4,3,0.0,2026-05-03
18.9,37.0,75.0,14.0,7.5,0.244,78.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 20:00:00,2026-04-30 20:00:00,20,30,4,3,0.0,2026-05-03
18.3,36.8,77.0,11.8,7.0,0.203,78.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 21:00:00,2026-04-30 21:00:00,21,30,4,3,0.0,2026-05-03
17.6,36.4,80.0,9.5,6.6,0.176,77.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 22:00:00,2026-04-30 22:00:00,22,30,4,3,0.0,2026-05-03
16.8,35.6,83.0,7.6,6.3,0.165,76.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-04-30 23:00:00,2026-04-30 23:00:00,23,30,4,3,0.0,2026-05-03
16.8,40.9,84.0,7.4,6.6,0.189,75.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 00:00:00,2026-05-01 00:00:00,0,1,5,4,0.0,2026-05-04
16.7,37.6,81.0,10.4,7.0,0.288,74.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 01:00:00,2026-05-01 01:00:00,1,1,5,4,0.0,2026-05-04
18.9,41.3,77.0,14.4,7.7,0.424,73.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 02:00:00,2026-05-01 02:00:00,2,1,5,4,0.0,2026-05-04
23.1,52.3,79.0,16.3,8.6,0.498,72.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 03:00:00,2026-05-01 03:00:00,3,1,5,4,0.0,2026-05-04
26.1,74.5,92.0,14.0,10.0,0.449,72.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 04:00:00,2026-05-01 04:00:00,4,1,5,4,0.0,2026-05-04
30.7,109.7,112.0,9.5,11.6,0.338,71.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 05:00:00,2026-05-01 05:00:00,5,1,5,4,0.0,2026-05-04
36.7,146.2,126.0,6.1,12.8,0.257,71.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 06:00:00,2026-05-01 06:00:00,6,1,5,4,0.0,2026-05-04
41.8,177.4,131.0,4.9,13.3,0.241,71.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 07:00:00,2026-05-01 07:00:00,7,1,5,4,0.0,2026-05-04
44.1,186.3,132.0,4.8,13.4,0.255,73.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 08:00:00,2026-05-01 08:00:00,8,1,5,4,0.0,2026-05-04
43.3,175.6,129.0,5.4,13.1,0.28,74.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 09:00:00,2026-05-01 09:00:00,9,1,5,4,0.0,2026-05-04
40.7,155.5,121.0,6.9,12.4,0.314,76.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 10:00:00,2026-05-01 10:00:00,10,1,5,4,0.0,2026-05-04
36.7,127.1,109.0,9.3,11.4,0.359,77.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 11:00:00,2026-05-01 11:00:00,11,1,5,4,0.0,2026-05-04
31.4,101.0,99.0,11.7,10.0,0.405,78.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 12:00:00,2026-05-01 12:00:00,12,1,5,4,0.0,2026-05-04
27.9,71.5,92.0,15.3,9.5,0.456,80.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 13:00:00,2026-05-01 13:00:00,13,1,5,4,0.0,2026-05-04
25.9,56.3,81.0,20.1,8.9,0.508,80.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 14:00:00,2026-05-01 14:00:00,14,1,5,4,0.0,2026-05-04
23.6,49.1,76.0,22.5,8.3,0.531,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 15:00:00,2026-05-01 15:00:00,15,1,5,4,0.0,2026-05-04
21.7,45.6,79.0,20.5,7.8,0.512,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 16:00:00,2026-05-01 16:00:00,16,1,5,4,0.0,2026-05-04
20.4,45.5,87.0,16.2,7.3,0.465,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 17:00:00,2026-05-01 17:00:00,17,1,5,4,0.0,2026-05-04
19.6,46.8,94.0,12.3,6.9,0.406,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 18:00:00,2026-05-01 18:00:00,18,1,5,4,0.0,2026-05-04
18.8,44.5,98.0,9.6,6.4,0.328,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 19:00:00,2026-05-01 19:00:00,19,1,5,4,0.0,2026-05-04
17.6,39.3,100.0,7.3,5.9,0.238,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 20:00:00,2026-05-01 20:00:00,20,1,5,4,0.0,2026-05-04
16.6,38.0,101.0,5.6,5.6,0.175,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 21:00:00,2026-05-01 21:00:00,21,1,5,4,0.0,2026-05-04
16.2,38.9,100.0,4.4,5.3,0.144,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 22:00:00,2026-05-01 22:00:00,22,1,5,4,0.0,2026-05-04
16.1,40.3,96.0,4.0,5.2,0.139,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-01 23:00:00,2026-05-01 23:00:00,23,1,5,4,0.0,2026-05-04
16.9,46.0,94.0,4.5,5.2,0.182,80.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 00:00:00,2026-05-02 00:00:00,0,2,5,5,0.0,2026-05-05
20.5,65.7,87.0,8.6,6.1,0.327,80.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 01:00:00,2026-05-02 01:00:00,1,2,5,5,0.0,2026-05-05
27.5,92.2,79.0,14.2,7.3,0.52,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 02:00:00,2026-05-02 02:00:00,2,2,5,5,0.0,2026-05-05
36.9,126.2,77.0,17.1,8.5,0.622,82.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 03:00:00,2026-05-02 03:00:00,3,2,5,5,0.0,2026-05-05
47.7,182.5,88.0,14.9,9.6,0.541,83.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 04:00:00,2026-05-02 04:00:00,4,2,5,5,0.0,2026-05-05
55.1,215.6,105.0,10.1,10.7,0.368,85.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 05:00:00,2026-05-02 05:00:00,5,2,5,5,0.0,2026-05-05
57.0,224.4,117.0,6.3,11.2,0.238,87.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 06:00:00,2026-05-02 06:00:00,6,2,5,5,0.0,2026-05-05
54.0,211.4,120.0,4.8,10.8,0.207,89.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 07:00:00,2026-05-02 07:00:00,7,2,5,5,0.0,2026-05-05
48.4,185.3,118.0,4.4,10.0,0.22,90.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 08:00:00,2026-05-02 08:00:00,8,2,5,5,0.0,2026-05-05
40.6,147.6,116.0,4.6,9.2,0.24,90.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 09:00:00,2026-05-02 09:00:00,9,2,5,5,0.0,2026-05-05
33.4,112.7,116.0,5.7,8.8,0.262,90.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 10:00:00,2026-05-02 10:00:00,10,2,5,5,0.0,2026-05-05
28.8,85.9,116.0,7.4,8.6,0.291,89.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 11:00:00,2026-05-02 11:00:00,11,2,5,5,0.0,2026-05-05
21.7,58.7,113.0,9.6,8.8,0.316,89.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 12:00:00,2026-05-02 12:00:00,12,2,5,5,0.0,2026-05-05
21.3,48.7,109.0,11.9,8.5,0.333,88.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 13:00:00,2026-05-02 13:00:00,13,2,5,5,0.0,2026-05-05
21.7,46.3,104.0,14.9,8.1,0.344,87.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 14:00:00,2026-05-02 14:00:00,14,2,5,5,0.0,2026-05-05
21.0,41.9,101.0,16.5,7.8,0.344,87.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 15:00:00,2026-05-02 15:00:00,15,2,5,5,0.0,2026-05-05
19.6,37.0,103.0,15.4,7.6,0.329,86.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 16:00:00,2026-05-02 16:00:00,16,2,5,5,0.0,2026-05-05
18.0,33.1,107.0,12.9,7.4,0.303,86.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 17:00:00,2026-05-02 17:00:00,17,2,5,5,0.0,2026-05-05
16.9,30.4,111.0,10.4,7.1,0.273,86.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 18:00:00,2026-05-02 18:00:00,18,2,5,5,0.0,2026-05-05
15.8,28.1,114.0,8.3,6.5,0.235,86.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 19:00:00,2026-05-02 19:00:00,19,2,5,5,0.0,2026-05-05
14.4,25.1,117.0,6.3,5.9,0.194,86.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 20:00:00,2026-05-02 20:00:00,20,2,5,5,0.0,2026-05-05
13.2,22.2,119.0,4.9,5.4,0.167,85.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 21:00:00,2026-05-02 21:00:00,21,2,5,5,0.0,2026-05-05
12.1,20.1,118.0,4.0,5.2,0.15,85.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 22:00:00,2026-05-02 22:00:00,22,2,5,5,0.0,2026-05-05
11.3,19.1,116.0,3.7,5.2,0.147,85.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-02 23:00:00,2026-05-02 23:00:00,23,2,5,5,0.0,2026-05-05
11.8,27.8,115.0,5.0,5.5,0.193,84.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 00:00:00,2026-05-03 00:00:00,0,3,5,6,0.0,2026-05-06
12.3,26.0,109.0,9.7,6.3,0.344,84.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 01:00:00,2026-05-03 01:00:00,1,3,5,6,0.0,2026-05-06
14.8,29.3,101.0,16.1,7.6,0.543,83.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 02:00:00,2026-05-03 02:00:00,2,3,5,6,0.0,2026-05-06
18.4,39.0,101.0,19.6,9.3,0.659,82.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 03:00:00,2026-05-03 03:00:00,3,3,5,6,0.0,2026-05-06
22.5,62.2,118.0,17.7,12.1,0.611,80.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 04:00:00,2026-05-03 04:00:00,4,3,5,6,0.0,2026-05-06
28.2,94.3,143.0,12.9,15.3,0.478,78.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 05:00:00,2026-05-03 05:00:00,5,3,5,6,0.0,2026-05-06
33.6,124.8,161.0,9.0,17.5,0.369,76.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 06:00:00,2026-05-03 06:00:00,6,3,5,6,0.0,2026-05-06
35.9,135.5,167.0,7.0,18.0,0.318,74.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 07:00:00,2026-05-03 07:00:00,7,3,5,6,0.0,2026-05-06
35.2,128.1,166.0,5.8,17.4,0.291,82.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 08:00:00,2026-05-03 08:00:00,8,3,5,6,0.0,2026-05-06
33.4,120.1,160.0,5.8,16.3,0.287,93.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 09:00:00,2026-05-03 09:00:00,9,3,5,6,0.0,2026-05-06
33.1,122.5,148.0,7.4,14.6,0.306,104.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 10:00:00,2026-05-03 10:00:00,10,3,5,6,0.0,2026-05-06
33.1,124.3,131.0,10.2,12.4,0.348,114.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 11:00:00,2026-05-03 11:00:00,11,3,5,6,0.0,2026-05-06
31.4,121.1,115.0,13.8,10.9,0.42,120.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 12:00:00,2026-05-03 12:00:00,12,3,5,6,0.0,2026-05-06
30.0,103.1,102.0,19.0,10.0,0.561,120.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 13:00:00,2026-05-03 13:00:00,13,3,5,6,0.0,2026-05-06
28.6,75.4,85.0,26.0,8.7,0.731,111.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 14:00:00,2026-05-03 14:00:00,14,3,5,6,0.0,2026-05-06
27.8,88.0,73.0,30.1,7.8,0.816,95.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 15:00:00,2026-05-03 15:00:00,15,3,5,6,0.0,2026-05-06
27.5,84.5,73.0,28.7,7.8,0.746,75.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 16:00:00,2026-05-03 16:00:00,16,3,5,6,0.0,2026-05-06
27.2,81.3,78.0,24.3,8.2,0.592,74.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 17:00:00,2026-05-03 17:00:00,17,3,5,6,0.0,2026-05-06
27.8,85.0,82.0,20.0,8.3,0.451,75.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 18:00:00,2026-05-03 18:00:00,18,3,5,6,0.0,2026-05-06
28.6,94.1,83.0,16.5,7.8,0.35,76.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 19:00:00,2026-05-03 19:00:00,19,3,5,6,0.0,2026-05-06
28.3,98.0,84.0,13.1,7.1,0.262,77.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 20:00:00,2026-05-03 20:00:00,20,3,5,6,0.0,2026-05-06
27.3,94.3,83.0,10.7,6.7,0.202,78.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 21:00:00,2026-05-03 21:00:00,21,3,5,6,0.0,2026-05-06
26.3,88.0,79.0,9.1,6.8,0.161,79.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 22:00:00,2026-05-03 22:00:00,22,3,5,6,0.0,2026-05-06
26.3,90.1,74.0,8.4,7.1,0.148,81.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-03 23:00:00,2026-05-03 23:00:00,23,3,5,6,0.0,2026-05-06
33.3,151.8,67.0,12.3,8.6,0.204,82.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 00:00:00,2026-05-04 00:00:00,0,4,5,0,0.0,2026-05-07
34.1,150.4,61.0,18.7,10.3,0.409,84.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 01:00:00,2026-05-04 01:00:00,1,4,5,0,0.0,2026-05-07
39.6,183.0,55.0,27.3,12.5,0.683,86.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 02:00:00,2026-05-04 02:00:00,2,4,5,0,0.0,2026-05-07
48.2,204.0,60.0,30.9,14.3,0.822,88.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 03:00:00,2026-05-04 03:00:00,3,4,5,0,0.0,2026-05-07
66.1,396.7,88.0,24.9,15.2,0.694,91.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 04:00:00,2026-05-04 04:00:00,4,4,5,0,0.0,2026-05-07
75.0,504.8,129.0,13.9,15.5,0.431,95.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 05:00:00,2026-05-04 05:00:00,5,4,5,0,0.0,2026-05-07
39.9,246.8,158.0,5.6,15.2,0.233,99.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 06:00:00,2026-05-04 06:00:00,6,4,5,0,0.0,2026-05-07
31.0,178.3,167.0,2.7,13.7,0.181,99.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 07:00:00,2026-05-04 07:00:00,7,4,5,0,0.0,2026-05-07
28.4,159.7,165.0,2.5,11.6,0.193,99.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 08:00:00,2026-05-04 08:00:00,8,4,5,0,0.0,2026-05-07
28.2,162.1,160.0,3.6,10.2,0.223,98.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 09:00:00,2026-05-04 09:00:00,9,4,5,0,0.0,2026-05-07
31.2,185.8,153.0,6.1,10.4,0.26,99.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 10:00:00,2026-05-04 10:00:00,10,4,5,0,0.0,2026-05-07
44.0,244.0,143.0,10.1,11.3,0.316,101.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 11:00:00,2026-05-04 11:00:00,11,4,5,0,0.0,2026-05-07
46.4,233.8,141.0,13.8,13.4,0.378,114.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 12:00:00,2026-05-04 12:00:00,12,4,5,0,0.0,2026-05-07
51.0,206.8,126.0,18.4,12.1,0.457,125.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 13:00:00,2026-05-04 13:00:00,13,4,5,0,0.0,2026-05-07
51.5,200.7,106.0,24.7,10.2,0.543,125.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 14:00:00,2026-05-04 14:00:00,14,4,5,0,0.0,2026-05-07
52.3,204.0,91.0,28.2,8.8,0.591,113.0,0.0,0.0,0.0,0.0,"Karachi, Pakistan",2026-05-04 15:00:00,2026-05-04 15:00:00,15,4,5,0,0.0,2026-05-07
